CGC2.1.t1	CGC2.1
CGC2.5577.t1	CBG19498
CGC2.5577.t2	CBG19498
CGC2.5578.t1	CBG19497
CGC2.5579.t1	CBG19496
CGC2.5580.t1	CGC2.5580
CGC2.5581.t1	CGC2.5581
CGC2.5582.t1	CGC2.5582
CGC2.5583.t2	CGC2.5583
CGC2.5583.t1	CGC2.5583
CGC2.5584.t1	CGC2.5584
CGC2.5585.t1	CGC2.5585
CGC2.5585.t2	CGC2.5585
CGC2.5586.t1	sri-40
CGC2.5587.t1	CBG26166
CGC2.5588.t1	CBG19489
CGC2.5589.t1	CBG19488
CGC2.5590.t1	CGC2.5590
CGC2.5590.t2	CGC2.5590
CGC2.5591.t1	CGC2.5591
CGC2.5592.t1	CGC2.5592
CGC2.5593.t1	CGC2.5593
CGC2.5594.t1	CGC2.5594
CGC2.5595.t1	CGC2.5595
CGC2.5596.t1	CBG28005
CGC2.5597.t1	CGC2.5597
CGC2.5598.t1	CGC2.5598
CGC2.5599.t1	CGC2.5599
CGC2.5600.t1	CGC2.5600
CGC2.5601.t1	CGC2.5601
CGC2.5602.t1	CBG13865
CGC2.5603.t1	CGC2.5603
CGC2.5604.t1	CBG25524
CGC2.5605.t1	CBG04342
CGC2.5606.t1	usp-39
CGC2.5606.t2	usp-39
CGC2.5607.t1	CGC2.5607
CGC2.5608.t1	CBG25522
CGC2.5609.t1	CBG04338
CGC2.5610.t1	CGC2.5610
CGC2.5611.t1	CGC2.5611
CGC2.5612.t1	CBG04336
CGC2.5612.t2	CBG04336
CGC2.5613.t1	nep-18
CGC2.5614.t1	wht-4
CGC2.5615.t1	CBG04331
CGC2.5616.t1	CGC2.5616
CGC2.5617.t1	F02E11.3
CGC2.5618.t1	CBG04353
CGC2.5619.t1	CBG24462
CGC2.5620.t1	CBG26759
CGC2.5621.t1	CGC2.5621
CGC2.5622.t1	CBG17793
CGC2.5623.t1	CBG17792
CGC2.5624.t1	CBG30962
CGC2.5625.t1	CBG17791
CGC2.5626.t1	CBG17790
CGC2.5627.t1	CBG17789
CGC2.5628.t1	CBG25697
CGC2.5629.t1	CBG25696
CGC2.5630.t1	CBG17786
CGC2.5631.t1	CGC2.5631
CGC2.5632.t1	CGC2.5632
CGC2.5633.t1	CBG17781
CGC2.5634.t1	CGC2.5634
CGC2.5635.t1	nep-6
CGC2.5636.t1	CGC2.5636
CGC2.5637.t1	CGC2.5637
CGC2.5638.t1	CBG17778
CGC2.5638.t2	CBG17778
CGC2.5639.t1	CGC2.5639
CGC2.5640.t1	CGC2.5640
CGC2.5641.t1	CBG17776a
CGC2.5642.t1	nep-11
CGC2.5643.t1	F33H12.1
CGC2.5644.t1	C16C8.19
CGC2.5645.t1	skpo-2
CGC2.5646.t1	C31H5.7
CGC2.5647.t1	CBG17766
CGC2.5648.t1	CBG17765
CGC2.5649.t1	cyh-1
CGC2.5649.t2	cyh-1
CGC2.5649.t3	cyh-1
CGC2.5649.t4	cyh-1
CGC2.5650.t1	Y49F6B.2
CGC2.5651.t1	col-71
CGC2.5652.t1	Y49F6B.9
CGC2.5653.t1	smu-2
CGC2.5654.t1	clec-125
CGC2.5655.t1	CGC2.5655
CGC2.5655.t2	CGC2.5655
CGC2.5655.t3	CGC2.5655
CGC2.5656.t1	clec-133.2
CGC2.5656.t2	clec-133.2
CGC2.5657.t1	clec-133.3
CGC2.5658.t1	CGC2.5658
CGC2.5659.t1	CGC2.5659
CGC2.5660.t1	lgc-45
CGC2.5660.t2	lgc-45
CGC2.5661.t1	W10G11.1
CGC2.5662.t1	dnc-3
CGC2.5663.t1	W10G11.19
CGC2.5664.t1	apd-3
CGC2.5664.t2	apd-3
CGC2.5664.t3	apd-3
CGC2.5665.t1	ncs-6
CGC2.5665.t2	ncs-6
CGC2.5666.t1	col-72
CGC2.5667.t1	ZK1225.2
CGC2.5667.t2	ZK1225.2
CGC2.5668.t1	CGC2.5668
CGC2.5669.t1	CGC2.5669
CGC2.5670.t1	CBG26181
CGC2.5671.t1	CBG26182
CGC2.5671.t2	CBG26182
CGC2.5672.t1	CBG21368
CGC2.5673.t1	CGC2.5673
CGC2.5674.t1	CGC2.5674
CGC2.5675.t1	ZK1127.3.4
CGC2.5676.t1	CBG30161
CGC2.5677.t1	CBG26183
CGC2.5678.t1	CBG21374
CGC2.5679.t1	CBG21375a
CGC2.5680.t1	CBG21376
CGC2.5681.t1	CBG30945
CGC2.5682.t1	CBG21377
CGC2.5683.t1	CBG21378
CGC2.5684.t1	CBG26184
CGC2.5685.t1	CBG26185
CGC2.5686.t1	CBG26186
CGC2.5687.t1	CGC2.5687
CGC2.5688.t1	CBG26187
CGC2.5689.t1	CBG26188
CGC2.5690.t1	CBG26189
CGC2.5691.t1	CBG26190
CGC2.5692.t1	CGC2.5692
CGC2.5693.t1	CGC2.5693
CGC2.5694.t1	CGC2.5694
CGC2.5695.t1	CBG21384
CGC2.5696.t1	CGC2.5696
CGC2.5696.t2	CGC2.5696
CGC2.5697.t1	CBG21386
CGC2.5698.t1	CBG21387
CGC2.5699.t1	CBG30150
CGC2.5700.t1	CGC2.5700
CGC2.5701.t1	CBG21389
CGC2.5701.t2	CBG21389
CGC2.5702.t1	CBG21390
CGC2.5703.t1	CGC2.5703
CGC2.5704.t1	CBG26193
CGC2.5705.t1	CBG26194
CGC2.5706.t1	CBG21394
CGC2.5706.t2	CBG21394
CGC2.5707.t1	CGC2.5707
CGC2.5708.t1	CGC2.5708
CGC2.5709.t1	CBG26197
CGC2.5710.t1	CBG21399
CGC2.5711.t1	CBG30949
CGC2.5712.t1	CGC2.5712
CGC2.5713.t1	CGC2.5713
CGC2.5714.t1	CGC2.5714
CGC2.5714.t2	CGC2.5714
CGC2.5715.t1	CBG21401
CGC2.5715.t2	CBG21401
CGC2.5716.t1	CBG26198
CGC2.5717.t1	CBG21406
CGC2.5718.t1	CBG21405
CGC2.5719.t1	CGC2.5719
CGC2.5719.t2	CGC2.5719
CGC2.5720.t1	CGC2.5720
CGC2.5721.t1	CGC2.5721
CGC2.5722.t1	CGC2.5722
CGC2.5723.t1	CGC2.5723
CGC2.5724.t1	F29D10.3
CGC2.5725.t1	CBG26203
CGC2.5725.t2	CBG26203
CGC2.5725.t3	CBG26203
CGC2.5726.t1	CGC2.5726
CGC2.5727.t1	CGC2.5727
CGC2.5728.t1	CGC2.5728
CGC2.5729.t1	CBG21416
CGC2.5730.t1	CBG30136
CGC2.5731.t1	CBG21417
CGC2.5732.t1	CGC2.5732
CGC2.5733.t1	CGC2.5733
CGC2.5734.t1	CGC2.5734
CGC2.5735.t1	CGC2.5735
CGC2.5736.t1	CGC2.5736
CGC2.5737.t1	CBG21421
CGC2.5737.t2	CBG21421
CGC2.5738.t1	CBG31253
CGC2.5739.t1	CGC2.5739
CGC2.5740.t1	CBG26207
CGC2.5741.t1	srx-97
CGC2.5742.t1	CGC2.5742
CGC2.5743.t1	F19B10.1
CGC2.5744.t1	CGC2.5744
CGC2.5745.t1	srx-102
CGC2.5745.t2	srx-102
CGC2.5745.t3	srx-102
CGC2.5746.t1	srx-108
CGC2.5747.t1	CBG26210
CGC2.5748.t1	CBG26211
CGC2.5749.t1	CBG21435
CGC2.5750.t1	CBG30070
CGC2.5750.t2	CBG30070
CGC2.5751.t1	CGC2.5751
CGC2.5752.t1	CBG26213
CGC2.5753.t1	CGC2.5753
CGC2.5754.t1	CGC2.5754
CGC2.5755.t1	CBG25698
CGC2.5756.t1	CBG07802
CGC2.5757.t1	CBG07803
CGC2.5758.t1	CGC2.5758
CGC2.5759.t1	CGC2.5759
CGC2.5760.t1	CBG25699
CGC2.5761.t1	CGC2.5761
CGC2.5762.t1	CGC2.5762
CGC2.5763.t1	CBG07809
CGC2.5764.t1	CBG25700
CGC2.5765.t1	CGC2.5765
CGC2.5766.t1	CGC2.5766
CGC2.5767.t1	C36C9.5
CGC2.5768.t1	CGC2.5768
CGC2.5769.t1	CGC2.5769
CGC2.5770.t1	CBG25704
CGC2.5771.t1	CBG07826
CGC2.5772.t1	CGC2.5772
CGC2.5773.t1	CGC2.5773
CGC2.5774.t1	CBG07827
CGC2.5775.t1	CGC2.5775
CGC2.5776.t1	CGC2.5776
CGC2.5777.t1	CBG25707
CGC2.5778.t1	Y8A9A.3
CGC2.5779.t1	CGC2.5779
CGC2.5780.t1	CBG07839
CGC2.5781.t1	CGC2.5781
CGC2.5782.t1	Y49F6A.5
CGC2.5783.t1	CGC2.5783
CGC2.5784.t1	CBG07842
CGC2.5785.t1	CGC2.5785
CGC2.5786.t1	CBG07843
CGC2.5787.t1	CBG07844
CGC2.5788.t1	CGC2.5788
CGC2.5789.t1	CBG07845
CGC2.5790.t1	CBG30072
CGC2.5791.t1	CBG25712
CGC2.5792.t1	taf-3.2
CGC2.5793.t1	CBG25713
CGC2.5794.t1	CBG07849
CGC2.5795.t1	CGC2.5795
CGC2.5796.t1	CBG07851
CGC2.5797.t1	CBG07853
CGC2.5798.t1	CBG07855
CGC2.5799.t1	CGC2.5799
CGC2.5800.t1	CGC2.5800
CGC2.5801.t1	CGC2.5801
CGC2.5802.t1	CGC2.5802
CGC2.5803.t1	CGC2.5803
CGC2.5804.t1	CGC2.5804
CGC2.5805.t1	ins-32
CGC2.5806.t1	CBG07864
CGC2.5807.t1	CGC2.5807
CGC2.5808.t1	CGC2.5808
CGC2.5809.t1	CBG25715
CGC2.5810.t1	CBG07868
CGC2.5811.t1	CBG30880
CGC2.5812.t1	CBG25717
CGC2.5812.t2	CBG25717
CGC2.5813.t1	CBG07872
CGC2.5814.t1	CGC2.5814
CGC2.5815.t1	CBG30073
CGC2.5816.t1	CBG07876
CGC2.5817.t1	CGC2.5817
CGC2.5818.t2	CBG07878
CGC2.5818.t1	CBG07878
CGC2.5819.t1	CBG25719
CGC2.5820.t1	CBG07882
CGC2.5821.t1	CBG07884
CGC2.5822.t1	alkb-7
CGC2.5823.t1	cpt-1
CGC2.5824.t1	Y46G5A.18
CGC2.5825.t1	spds-1
CGC2.5826.t1	CBG25722
CGC2.5827.t1	CGC2.5827
CGC2.5828.t1	CBG07892
CGC2.5829.t1	CGC2.5829
CGC2.5830.t1	CBG25725
CGC2.5831.t1	CBG07897
CGC2.5832.t1	CGC2.5832
CGC2.5833.t1	CBG07900
CGC2.5834.t1	CBG07902b
CGC2.5835.t1	tiar-2
CGC2.5835.t2	tiar-2
CGC2.5836.t1	vps-2
CGC2.5836.t2	vps-2
CGC2.5837.t1	cnp-2
CGC2.5838.t1	pisy-1
CGC2.5839.t1	snrp-200
CGC2.5840.t1	CGC2.5840
CGC2.5841.t1	CBG07911
CGC2.5842.t1	Y38E10A.24
CGC2.5843.t1	cox-10
CGC2.5844.t1	CBG07917
CGC2.5845.t1	CGC2.5845
CGC2.5846.t1	tbc-17
CGC2.5847.t1	F45D3.1.2
CGC2.5848.t1	bath-2
CGC2.5849.t1	CBG25729
CGC2.5850.t1	CBG10343
CGC2.5851.t1	CBG10342
CGC2.5852.t1	CBG10341
CGC2.5853.t1	CBG30076
CGC2.5854.t1	CGC2.5854
CGC2.5855.t1	Y38E10A.22
CGC2.5856.t1	rgs-4
CGC2.5856.t2	rgs-4
CGC2.5857.t1	CGC2.5857
CGC2.5858.t1	nhr-235
CGC2.5859.t1	nhr-234
CGC2.5860.t1	CGC2.5860
CGC2.5861.t1	CGC2.5861
CGC2.5862.t1	Y57A10C.11
CGC2.5863.t1	CGC2.5863
CGC2.5864.t1	nspe-7.1
CGC2.5864.t2	nspe-7.1
CGC2.5865.t2	CGC2.5865
CGC2.5865.t1	CGC2.5865
CGC2.5866.t1	CGC2.5866
CGC2.5867.t1	nspe-2
CGC2.5868.t1	CGC2.5868
CGC2.5869.t1	CBG24821
CGC2.5870.t1	CGC2.5870
CGC2.5871.t1	nspe-7.2
CGC2.5872.t1	nspe-7.3
CGC2.5873.t1	Y38E10A.8
CGC2.5874.t1	lips-15.1
CGC2.5875.t1	lips-15.2
CGC2.5876.t1	CBG10313
CGC2.5877.t1	clec-5
CGC2.5878.t1	CGC2.5878
CGC2.5879.t1	CGC2.5879
CGC2.5880.t1	CGC2.5880
CGC2.5881.t1	CGC2.5881
CGC2.5882.t1	CGC2.5882
CGC2.5883.t1	CGC2.5883
CGC2.5884.t1	CGC2.5884
CGC2.5885.t1	CGC2.5885
CGC2.5886.t1	CBG25730
CGC2.5887.t1	CBG10303
CGC2.5888.t1	CBG10300
CGC2.5889.t1	CGC2.5889
CGC2.5890.t1	CBG10294
CGC2.5891.t1	CBG10293
CGC2.5892.t1	CGC2.5892
CGC2.5893.t1	Y38E10A.2
CGC2.5894.t1	F49C5.11
CGC2.5895.t1	CBG10288
CGC2.5896.t1	CBG10287
CGC2.5896.t2	CBG10287
CGC2.5896.t3	CBG10287
CGC2.5896.t4	CBG10287
CGC2.5897.t1	CBG10284
CGC2.5898.t1	CGC2.5898
CGC2.5899.t1	CGC2.5899
CGC2.5900.t1	CBG10282
CGC2.5901.t1	CGC2.5901
CGC2.5902.t1	CBG25733
CGC2.5903.t1	CGC2.5903
CGC2.5903.t2	CGC2.5903
CGC2.5904.t1	CGC2.5904
CGC2.5905.t1	CGC2.5905
CGC2.5906.t1	CGC2.5906
CGC2.5907.t1	CGC2.5907
CGC2.5908.t1	CGC2.5908
CGC2.5909.t1	CGC2.5909
CGC2.5910.t1	CGC2.5910
CGC2.5911.t1	CBG23550
CGC2.5912.t1	CBG25734b
CGC2.5913.t1	CBG10274
CGC2.5914.t1	CBG10273
CGC2.5915.t1	col-85
CGC2.5916.t1	ador-1
CGC2.5916.t2	ador-1
CGC2.5917.t1	CGC2.5917
CGC2.5918.t1	CBG26850
CGC2.5919.t1	CGC2.5919
CGC2.5919.t2	CGC2.5919
CGC2.5920.t1	CBG16162
CGC2.5921.t1	rnp-8.1
CGC2.5922.t1	CBG21878
CGC2.5922.t2	CBG21878
CGC2.5923.t1	F49C5.9
CGC2.5924.t1	CGC2.5924
CGC2.5925.t2	CGC2.5925
CGC2.5925.t1	CGC2.5925
CGC2.5926.t1	D1069.1
CGC2.5927.t1	bath-7
CGC2.5928.t2	CGC2.5928
CGC2.5928.t1	CGC2.5928
CGC2.5929.t1	CGC2.5929
CGC2.5930.t1	CGC2.5930
CGC2.5931.t1	CGC2.5931
CGC2.5932.t1	CGC2.5932
CGC2.5933.t1	CGC2.5933
CGC2.5934.t1	CGC2.5934
CGC2.5934.t2	CGC2.5934
CGC2.5935.t1	CBG24814
CGC2.5936.t1	CBG24074b
CGC2.5937.t2	CBG26682
CGC2.5937.t1	CBG26682
CGC2.5938.t1	CGC2.5938
CGC2.5939.t1	CGC2.5939
CGC2.5940.t1	CGC2.5940
CGC2.5940.t2	CGC2.5940
CGC2.5941.t1	btb-16.3
CGC2.5942.t1	CGC2.5942
CGC2.5943.t1	btb-16.2
CGC2.5944.t1	CGC2.5944
CGC2.5945.t1	CBG23632
CGC2.5946.t1	CBG24315
CGC2.5947.t1	alg-1.2
CGC2.5948.t1	CBG31051
CGC2.5949.t1	CGC2.5949
CGC2.5950.t1	CGC2.5950
CGC2.5951.t1	CBG24958
CGC2.5952.t1	CBG24321
CGC2.5953.t1	CBG24114
CGC2.5954.t1	CGC2.5954
CGC2.5955.t1	CGC2.5955
CGC2.5955.t2	CGC2.5955
CGC2.5955.t3	CGC2.5955
CGC2.5956.t1	CGC2.5956
CGC2.5957.t1	CGC2.5957
CGC2.5958.t2	CGC2.5958
CGC2.5958.t1	CGC2.5958
CGC2.5959.t1	CGC2.5959
CGC2.5960.t1	CGC2.5960
CGC2.5961.t1	CGC2.5961
CGC2.5961.t2	CGC2.5961
CGC2.5962.t1	F14D2.8
CGC2.5963.t1	bath-9
CGC2.5964.t1	CGC2.5964
CGC2.5965.t1	CGC2.5965
CGC2.5966.t1	CGC2.5966
CGC2.5967.t1	CGC2.5967
CGC2.5968.t1	CGC2.5968
CGC2.5969.t1	CGC2.5969
CGC2.5970.t1	CGC2.5970
CGC2.5971.t1	CBG26688
CGC2.5972.t1	CGC2.5972
CGC2.5973.t1	CGC2.5973
CGC2.5973.t2	CGC2.5973
CGC2.5973.t3	CGC2.5973
CGC2.5973.t4	CGC2.5973
CGC2.5974.t1	CGC2.5974
CGC2.5975.t1	CGC2.5975
CGC2.5976.t1	CGC2.5976
CGC2.5977.t1	CBG31279
CGC2.5978.t1	tbx-34.1
CGC2.5979.t1	CGC2.5979
CGC2.5980.t1	CGC2.5980
CGC2.5981.t1	cdo-1
CGC2.5982.t1	ant-1.2
CGC2.5983.t1	CGC2.5983
CGC2.5984.t1	CGC2.5984
CGC2.5985.t1	F07E5.5
CGC2.5986.t1	F53G2.12
CGC2.5987.t1	mnat-1
CGC2.5988.t1	tsr-1
CGC2.5988.t2	tsr-1
CGC2.5989.t1	vab-19
CGC2.5990.t1	pqn-42
CGC2.5991.t1	F48A11.4
CGC2.5992.t1	CBG21442
CGC2.5993.t1	CBG21443
CGC2.5993.t2	CBG21443
CGC2.5994.t1	CBG31251
CGC2.5995.t1	CGC2.5995
CGC2.5996.t1	CGC2.5996
CGC2.5997.t1	CGC2.5997
CGC2.5998.t1	CBG30084
CGC2.5999.t1	F43C11.6
CGC2.6000.t1	CBG21453
CGC2.6001.t1	CBG21457
CGC2.6002.t1	F54A3.2
CGC2.6003.t1	cct-3
CGC2.6004.t1	Y59C2A.2
CGC2.6004.t2	Y59C2A.2
CGC2.6004.t3	Y59C2A.2
CGC2.6005.t1	mtq-2
CGC2.6006.t1	Y59C2A.1
CGC2.6007.t1	CGC2.6007
CGC2.6008.t1	CGC2.6008
CGC2.6009.t1	srx-82.2
CGC2.6010.t1	CGC2.6010
CGC2.6011.t1	CGC2.6011
CGC2.6012.t1	CGC2.6012
CGC2.6013.t1	CBG30085
CGC2.6014.t1	C17F4.2
CGC2.6015.t1	F02E11.7
CGC2.6016.t1	F02E11.2
CGC2.6017.t1	CGC2.6017
CGC2.6018.t1	CBG27924
CGC2.6019.t1	CGC2.6019
CGC2.6020.t1	gba-1
CGC2.6021.t1	D1025.10
CGC2.6022.t1	F54A3.5
CGC2.6023.t1	F54A3.6
CGC2.6024.t1	gba-2
CGC2.6025.t1	CGC2.6025
CGC2.6026.t1	gcy-19
CGC2.6026.t2	gcy-19
CGC2.6027.t1	CBG25767
CGC2.6028.t1	CGC2.6028
CGC2.6029.t1	CGC2.6029
CGC2.6030.t1	fat-6.2
CGC2.6031.t1	CBG25768
CGC2.6032.t1	CBG17043a
CGC2.6032.t2	CBG17043a
CGC2.6033.t1	CBG17041
CGC2.6034.t1	CBG17040
CGC2.6035.t1	CBG17039a
CGC2.6036.t1	cul-1.2
CGC2.6037.t1	CBG17034
CGC2.6038.t1	CBG24413
CGC2.6039.t1	CGC2.6039
CGC2.6040.t1	CBG24416
CGC2.6041.t1	CBG24417
CGC2.6042.t1	CBG24418
CGC2.6043.t1	CBG24419
CGC2.6044.t1	CGC2.6044
CGC2.6045.t1	CGC2.6045
CGC2.6046.t1	CBG31055
CGC2.6047.t1	CGC2.6047
CGC2.6048.t1	CGC2.6048
CGC2.6049.t2	CGC2.6049
CGC2.6050.t1	CGC2.6050
CGC2.6049.t1	CGC2.6049
CGC2.6051.t1	CBG30124
CGC2.6051.t2	CBG30124
CGC2.6052.t1	CBG25771
CGC2.6053.t1	CBG24424a
CGC2.6053.t2	CBG24424a
CGC2.6054.t1	CBG16042
CGC2.6055.t1	tra-4
CGC2.6056.t1	hpk-1.2
CGC2.6056.t2	hpk-1.2
CGC2.6056.t3	hpk-1.2
CGC2.6057.t1	CBG16039
CGC2.6058.t1	CGC2.6058
CGC2.6059.t1	bath-23
CGC2.6060.t1	CGC2.6060
CGC2.6061.t1	CGC2.6061
CGC2.6062.t1	CGC2.6062
CGC2.6063.t2	CGC2.6063
CGC2.6063.t1	CGC2.6063
CGC2.6064.t1	CGC2.6064
CGC2.6065.t1	CBG16029
CGC2.6066.t1	CGC2.6066
CGC2.6067.t1	CGC2.6067
CGC2.6068.t1	CGC2.6068
CGC2.6069.t1	CBG30086
CGC2.6069.t2	CBG30086
CGC2.6070.t1	C08G5.6
CGC2.6071.t1	D2062.5
CGC2.6072.t1	Y39F10A.1
CGC2.6073.t1	C08G5.7
CGC2.6074.t1	snt-6
CGC2.6075.t1	ekl-5.2
CGC2.6076.t1	ekl-5.3
CGC2.6077.t1	CBG23828
CGC2.6078.t1	CGC2.6078
CGC2.6079.t1	CGC2.6079
CGC2.6080.t1	CBG24219
CGC2.6081.t1	nrde-1.3
CGC2.6082.t1	thoc-1
CGC2.6082.t2	thoc-1
CGC2.6082.t3	thoc-1
CGC2.6082.t4	thoc-1
CGC2.6083.t1	T02H6.1
CGC2.6084.t1	rfip-2
CGC2.6085.t1	T02H6.11
CGC2.6086.t1	CBG26635
CGC2.6086.t2	CBG26635
CGC2.6087.t1	CBG30096
CGC2.6088.t1	morc-1.1
CGC2.6089.t1	fbxc-33.2
CGC2.6090.t1	fbxc-33.1
CGC2.6091.t1	CGC2.6091
CGC2.6092.t1	CGC2.6092
CGC2.6093.t1	CBG23676
CGC2.6094.t1	CBG26653
CGC2.6095.t1	CBG26652
CGC2.6096.t2	CGC2.6096
CGC2.6096.t1	CGC2.6096
CGC2.6097.t1	C49F5.3
CGC2.6098.t1	CBG23671
CGC2.6099.t1	CGC2.6099
CGC2.6100.t1	CGC2.6100
CGC2.6101.t1	CBG23803
CGC2.6101.t2	CBG23803
CGC2.6102.t1	CBG07227
CGC2.6103.t1	CGC2.6103
CGC2.6104.t1	CGC2.6104
CGC2.6105.t1	CGC2.6105
CGC2.6106.t1	CBG07224
CGC2.6107.t1	F02E11.4
CGC2.6108.t1	CBG07220
CGC2.6109.t1	snf-3
CGC2.6110.t1	col-40
CGC2.6111.t1	T13B5.9
CGC2.6111.t2	T13B5.9
CGC2.6112.t1	pho-14
CGC2.6113.t1	H17B01.5
CGC2.6114.t1	Y51H7C.13
CGC2.6114.t2	Y51H7C.13
CGC2.6115.t1	CGC2.6115
CGC2.6115.t2	CGC2.6115
CGC2.6116.t1	CBG25774
CGC2.6117.t1	nol-6
CGC2.6118.t1	CBG30090
CGC2.6119.t1	str-148
CGC2.6120.t1	Y51H7C.3
CGC2.6121.t1	Y51H7C.10
CGC2.6122.t1	CBG07191
CGC2.6123.t1	CBG07189
CGC2.6124.t1	F54D12.2
CGC2.6125.t1	Y51H7C.7
CGC2.6126.t1	cogc-4
CGC2.6127.t1	Y51H7C.9
CGC2.6128.t1	CBG07183
CGC2.6129.t1	CBG25776
CGC2.6130.t1	CBG25778
CGC2.6131.t1	CBG07180
CGC2.6132.t1	Y57G7A.11
CGC2.6132.t2	Y57G7A.11
CGC2.6133.t1	CGC2.6133
CGC2.6134.t1	rog-1
CGC2.6134.t2	rog-1
CGC2.6135.t1	C13A10.2
CGC2.6136.t1	CBG30092
CGC2.6137.t1	C13A10.1
CGC2.6138.t1	CBG07171
CGC2.6139.t1	CBG07170
CGC2.6140.t1	CBG07169
CGC2.6141.t1	CBG07168
CGC2.6142.t1	CBG07167
CGC2.6142.t2	CBG07167
CGC2.6143.t1	CBG07165a
CGC2.6144.t1	CGC2.6144
CGC2.6145.t1	CGC2.6145
CGC2.6146.t1	CBG07164
CGC2.6147.t1	CBG07163
CGC2.6148.t1	CBG07162
CGC2.6149.t1	CGC2.6149
CGC2.6150.t1	CGC2.6150
CGC2.6151.t1	CBG07161
CGC2.6152.t1	CBG25779
CGC2.6153.t1	CGC2.6153
CGC2.6154.t1	T07D3.9
CGC2.6155.t1	CBG07157
CGC2.6156.t1	CGC2.6156
CGC2.6157.t1	CGC2.6157
CGC2.6158.t1	CBG07155
CGC2.6159.t1	CBG25782
CGC2.6160.t1	CBG07153
CGC2.6161.t1	CGC2.6161
CGC2.6162.t1	CGC2.6162
CGC2.6163.t1	CGC2.6163
CGC2.6164.t1	CBG07149
CGC2.6165.t1	CGC2.6165
CGC2.6166.t1	CBG07148
CGC2.6167.t1	CGC2.6167
CGC2.6168.t1	CBG07147a
CGC2.6168.t2	CBG07147a
CGC2.6169.t1	CBG25783
CGC2.6170.t1	CBG07145
CGC2.6171.t1	CGC2.6171
CGC2.6172.t1	CBG07143
CGC2.6173.t1	CBG07142
CGC2.6174.t2	CBG07141
CGC2.6174.t1	CBG07141
CGC2.6175.t1	F36D3.1
CGC2.6176.t1	CBG25784
CGC2.6177.t1	kin-34
CGC2.6178.t1	CBG07137
CGC2.6178.t2	CBG07137
CGC2.6179.t1	CBG07136
CGC2.6180.t1	CBG07135
CGC2.6181.t1	CBG07133
CGC2.6182.t1	cyn-8
CGC2.6183.t1	F47C12.6
CGC2.6184.t1	msrp-9
CGC2.6185.t1	CBG25788
CGC2.6186.t1	CGC2.6186
CGC2.6187.t1	acdh-9
CGC2.6188.t1	CBG07124
CGC2.6189.t1	ins-20
CGC2.6189.t2	ins-20
CGC2.6190.t1	CBG25789
CGC2.6191.t1	CGC2.6191
CGC2.6192.t1	CGC2.6192
CGC2.6193.t1	Y57G7A.5
CGC2.6194.t1	CBG25790
CGC2.6195.t1	CBG07116
CGC2.6196.t1	CBG07113
CGC2.6197.t1	glb-31
CGC2.6198.t1	emc-2
CGC2.6198.t2	emc-2
CGC2.6199.t1	alh-6
CGC2.6200.t1	fcho-1
CGC2.6201.t1	vig-1
CGC2.6202.t1	jip-1
CGC2.6202.t2	jip-1
CGC2.6203.t1	dlhd-1
CGC2.6204.t1	nas-27
CGC2.6205.t1	CGC2.6205
CGC2.6206.t1	CGC2.6206
CGC2.6207.t1	F53A10.2
CGC2.6208.t1	CGC2.6208
CGC2.6209.t1	CBG30089
CGC2.6210.t1	CGC2.6210
CGC2.6211.t1	CGC2.6211
CGC2.6212.t1	lin-42
CGC2.6213.t2	Y57G7A.1
CGC2.6213.t1	Y57G7A.1
CGC2.6214.t1	T23F4.2
CGC2.6214.t2	T23F4.2
CGC2.6215.t1	W09B6.4
CGC2.6216.t1	sut-1
CGC2.6216.t2	sut-1
CGC2.6216.t3	sut-1
CGC2.6217.t1	eri-3
CGC2.6218.t1	taf-6.1
CGC2.6219.t1	W08F4.7.1
CGC2.6220.t1	W08F4.7.2
CGC2.6221.t1	W08F4.7.3
CGC2.6222.t1	cdc-37
CGC2.6223.t1	W08F4.3
CGC2.6224.t1	nhl-3
CGC2.6225.t1	T04B8.5
CGC2.6225.t2	T04B8.5
CGC2.6226.t1	CBG07085
CGC2.6227.t1	C03H5.6
CGC2.6227.t2	C03H5.6
CGC2.6228.t1	lips-7
CGC2.6229.t1	W04H10.1
CGC2.6230.t1	K02E7.11
CGC2.6231.t1	Y51H7BR.4
CGC2.6232.t1	Y51H7BR.7
CGC2.6233.t1	Y51H7BR.8
CGC2.6234.t1	fgt-1
CGC2.6235.t1	emc-1
CGC2.6236.t1	mlt-8
CGC2.6237.t1	W08F4.5
CGC2.6238.t1	C09E8.1
CGC2.6239.t1	W10D9.6
CGC2.6240.t1	W10D9.3
CGC2.6241.t1	nfyb-1
CGC2.6242.t1	tomm-22
CGC2.6243.t1	nsun-1
CGC2.6244.t1	W07E6.2
CGC2.6245.t1	prp-21
CGC2.6246.t1	C24H12.4
CGC2.6247.t1	dnsn-1
CGC2.6248.t1	K09G1.2
CGC2.6249.t2	sms-5
CGC2.6249.t1	sms-5
CGC2.6250.t1	mab-9
CGC2.6251.t1	mlt-10
CGC2.6252.t1	CBG25793
CGC2.6252.t2	CBG25793
CGC2.6253.t1	CGC2.6253
CGC2.6254.t1	cpn-2
CGC2.6255.t1	cbn-1
CGC2.6255.t2	cbn-1
CGC2.6256.t1	K01A2.5
CGC2.6257.t1	sgcb-1
CGC2.6258.t1	K01A2.10
CGC2.6259.t1	col-69
CGC2.6260.t1	K01A2.12
CGC2.6261.t1	far-7
